Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Commit_Method,EL_At_Commit,Lambda_At_Commit,MSPRT_Reject,Total_Tokens,Tokens_Step1,Tokens_Post_S1,Mean_Tokens_Per_Step,Total_Inferences,Tokens_Per_Inference,Total_Step_Duration_S,Mean_Step_Duration_S,Endpoint_Token_Breakdown,Infra_Noise,Infra_Noise_Rate
275,Frontier Math (AIME),0,0,0,1,STABLE,5,0.173704,139.41,mSPRT,0.0005,20.7113,True,32406,4343,28063,6481.2,25,1296.2,139.379,27.876,"{""databricks-qwen3-next-80b-a3b-instruct"": 22040, ""databricks-meta-llama-3-3-70b-instruct"": 10366}",0,0.0
276,Frontier Math (AIME),0,0,0,1,STABLE,15,0.8791559999999999,1151.23,mSPRT,0.1125,23.8521,True,154145,9227,144918,10276.3,75,2055.3,1151.189,76.746,"{""databricks-qwen3-next-80b-a3b-instruct"": 131288, ""databricks-meta-llama-3-3-70b-instruct"": 22857}",0,0.0
277,Frontier Math (AIME),0,0,0,1,STABLE,7,0.5068360000000001,390.84,mSPRT,0.0,22.0343,True,89525,12975,76550,12789.3,35,2557.9,390.801,55.829,"{""databricks-qwen3-next-80b-a3b-instruct"": 74368, ""databricks-meta-llama-3-3-70b-instruct"": 15157}",0,0.0
278,Frontier Math (AIME),0,0,0,1,STABLE,12,1.082942,963.82,mSPRT,0.098,29.3202,True,193981,16493,177488,16165.1,60,3233.0,963.772,80.314,"{""databricks-qwen3-next-80b-a3b-instruct"": 153509, ""databricks-meta-llama-3-3-70b-instruct"": 40472}",0,0.0
279,Frontier Math (AIME),1,0,1,1,STABLE,5,0.39606199999999997,256.03,mSPRT,0.0,20.7113,True,69543,12669,56874,13908.6,25,2781.7,255.997,51.199,"{""databricks-qwen3-next-80b-a3b-instruct"": 58945, ""databricks-meta-llama-3-3-70b-instruct"": 10598}",0,0.0
280,Frontier Math (AIME),1,0,1,1,STABLE,1,0.023932,16.2,unanimous,0.1235,1.8333,False,4455,4455,0,4455.0,5,891.0,16.173,16.173,"{""databricks-qwen3-next-80b-a3b-instruct"": 3056, ""databricks-meta-llama-3-3-70b-instruct"": 1399}",0,0.0
281,Frontier Math (AIME),1,0,1,1,STABLE,1,0.069286,48.23,unanimous,0.1345,1.8333,False,12097,12097,0,12097.0,5,2419.4,48.2,48.2,"{""databricks-qwen3-next-80b-a3b-instruct"": 10449, ""databricks-meta-llama-3-3-70b-instruct"": 1648}",0,0.0
282,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.958314,827.2,fallback,0.384,12.8805,False,170792,14109,156683,11386.1,75,2277.2,827.142,55.143,"{""databricks-qwen3-next-80b-a3b-instruct"": 137573, ""databricks-meta-llama-3-3-70b-instruct"": 33219}",0,0.0
283,Frontier Math (AIME),1,0,1,1,STABLE,1,0.022232,62.88,unanimous,0.1235,1.8333,False,4250,4250,0,4250.0,5,850.0,62.845,62.845,"{""databricks-qwen3-next-80b-a3b-instruct"": 2616, ""databricks-meta-llama-3-3-70b-instruct"": 1634}",0,0.0
284,Frontier Math (AIME),1,0,1,1,STABLE,1,0.036618,37.65,unanimous,0.1285,1.8333,False,6784,6784,0,6784.0,5,1356.8,37.619,37.619,"{""databricks-qwen3-next-80b-a3b-instruct"": 4741, ""databricks-meta-llama-3-3-70b-instruct"": 2043}",0,0.0
285,Frontier Math (AIME),1,0,1,1,STABLE,1,0.06763799999999999,42.35,unanimous,0.1285,1.8333,False,11786,11786,0,11786.0,5,2357.2,42.321,42.321,"{""databricks-qwen3-next-80b-a3b-instruct"": 10247, ""databricks-meta-llama-3-3-70b-instruct"": 1539}",0,0.0
286,Frontier Math (AIME),1,0,1,0,UNSTABLE,15,1.103402,884.21,fallback,0.383,14.6716,False,197236,16281,180955,13149.1,75,2629.8,884.158,58.944,"{""databricks-qwen3-next-80b-a3b-instruct"": 157229, ""databricks-meta-llama-3-3-70b-instruct"": 40007}",0,0.0
287,Frontier Math (AIME),0,0,0,1,STABLE,6,0.31067999999999996,255.57,mSPRT,0.0,26.9247,True,55413,11597,43816,9235.5,30,1847.1,255.533,42.589,"{""databricks-qwen3-next-80b-a3b-instruct"": 44514, ""databricks-meta-llama-3-3-70b-instruct"": 10899}",0,0.0
288,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.2119259999999998,857.97,fallback,0.375,4.2821,False,215334,14492,200842,14355.6,75,2871.1,857.914,57.194,"{""databricks-qwen3-next-80b-a3b-instruct"": 175295, ""databricks-meta-llama-3-3-70b-instruct"": 40039}",0,0.0
289,Frontier Math (AIME),0,0,0,0,STABLE,8,0.188404,213.37,mSPRT,0.001,34.5833,True,36371,10009,26362,4546.4,40,909.3,213.321,26.665,"{""databricks-qwen3-next-80b-a3b-instruct"": 21460, ""databricks-meta-llama-3-3-70b-instruct"": 14911}",0,0.0
290,Frontier Math (AIME),0,0,0,1,STABLE,7,0.267154,255.62,mSPRT,0.0,20.7113,True,52408,4128,48280,7486.9,35,1497.4,255.581,36.512,"{""databricks-qwen3-next-80b-a3b-instruct"": 28761, ""databricks-meta-llama-3-3-70b-instruct"": 23647}",0,0.0
291,Frontier Math (AIME),1,0,1,1,STABLE,1,0.026781999999999997,19.57,unanimous,0.069,1.8333,False,5014,5014,0,5014.0,5,1002.8,19.542,19.542,"{""databricks-qwen3-next-80b-a3b-instruct"": 3363, ""databricks-meta-llama-3-3-70b-instruct"": 1651}",0,0.0
292,Frontier Math (AIME),0,0,0,1,STABLE,7,0.607238,360.44,mSPRT,0.034,23.5041,True,106127,14121,92006,15161.0,35,3032.2,360.399,51.486,"{""databricks-qwen3-next-80b-a3b-instruct"": 91365, ""databricks-meta-llama-3-3-70b-instruct"": 14762}",0,0.0
293,Frontier Math (AIME),1,1,1,1,STABLE,1,0.066132,42.4,unanimous,0.0635,1.8333,False,11688,11688,0,11688.0,5,2337.6,42.366,42.366,"{""databricks-qwen3-next-80b-a3b-instruct"": 9690, ""databricks-meta-llama-3-3-70b-instruct"": 1998}",0,0.0
294,Frontier Math (AIME),0,0,0,1,STABLE,6,0.317614,254.47,mSPRT,0.0575,23.4728,True,58186,6580,51606,9697.7,30,1939.5,254.437,42.406,"{""databricks-qwen3-next-80b-a3b-instruct"": 42435, ""databricks-meta-llama-3-3-70b-instruct"": 15751}",0,0.0
295,Frontier Math (AIME),1,0,1,1,STABLE,10,0.470298,425.83,EL-streak,0.048,4.5239,False,89903,13849,76054,8990.3,50,1798.1,425.786,42.579,"{""databricks-qwen3-next-80b-a3b-instruct"": 55343, ""databricks-meta-llama-3-3-70b-instruct"": 34560}",0,0.0
296,Frontier Math (AIME),1,0,1,1,STABLE,1,0.02348,16.36,unanimous,0.1335,1.8333,False,4480,4480,0,4480.0,5,896.0,16.327,16.327,"{""databricks-qwen3-next-80b-a3b-instruct"": 2780, ""databricks-meta-llama-3-3-70b-instruct"": 1700}",0,0.0
297,Frontier Math (AIME),1,0,1,1,STABLE,1,0.029317999999999997,17.79,unanimous,0.133,1.8333,False,5371,5371,0,5371.0,5,1074.2,17.756,17.756,"{""databricks-qwen3-next-80b-a3b-instruct"": 3917, ""databricks-meta-llama-3-3-70b-instruct"": 1454}",0,0.0
298,Frontier Math (AIME),1,1,1,1,STABLE,1,0.05312399999999999,34.7,unanimous,0.0625,1.8333,False,9272,9272,0,9272.0,5,1854.4,34.663,34.663,"{""databricks-qwen3-next-80b-a3b-instruct"": 8018, ""databricks-meta-llama-3-3-70b-instruct"": 1254}",0,0.0
299,Frontier Math (AIME),0,0,0,0,STABLE,10,0.818044,480.66,mSPRT,0.01,34.4673,True,142739,14135,128604,14273.9,50,2854.8,480.616,48.062,"{""databricks-qwen3-next-80b-a3b-instruct"": 123544, ""databricks-meta-llama-3-3-70b-instruct"": 19195}",0,0.0
300,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.46449199999999996,542.18,fallback,0.4575,3.4731,False,88938,1515,87423,5929.2,75,1185.8,542.13,36.142,"{""databricks-qwen3-next-80b-a3b-instruct"": 54370, ""databricks-meta-llama-3-3-70b-instruct"": 34568}",0,0.0
